2	9.0256335170e-06
3	2.6666644771e-05
4	7.4666605542e-05
5	1.1528195682e-04
6	1.6164089311e-04
7	2.8799976371e-04
8	3.8523045350e-04
9	6.0799950097e-04
10	7.1343531226e-04
11	1.1499477746e-03
12	2.6445106505e-03
13	1.5950756142e-03
14	2.0090239927e-03
15	2.4344595408e-03
16	2.7852284838e-03
17	3.8637917019e-03
18	4.1538427454e-03
19	4.9468677357e-03
20	4.2756887992e-03
21	4.8611242164e-03
22	5.7017389113e-03
23	7.3521990957e-03
24	8.1850189254e-03
25	8.6654287875e-03
26	1.0118966056e-02
27	1.3916296274e-02
28	2.0005727175e-02
29	1.9979881042e-02
30	1.5413730943e-02
31	2.5995055594e-02
32	1.9447778915e-02
33	2.5452697065e-02
34	2.2283058639e-02
35	2.6190747741e-02
36	5.3689802101e-02
37	3.0871359285e-02
38	3.6132893429e-02
39	3.1490025444e-02
40	3.3778023567e-02
41	5.0468881666e-02
42	4.0550120574e-02
43	4.2515247167e-02
44	4.4482014784e-02
45	6.4123434565e-02
46	5.0757291686e-02
47	5.4762211477e-02
48	6.0600565661e-02
49	7.7661474739e-02
50	6.7303739648e-02
51	9.1034181715e-02
52	8.1452651116e-02
53	8.3413264892e-02
54	8.7343518077e-02
55	8.5420237604e-02
56	1.1026206338e-01
57	9.4948434914e-02
58	1.3294758322e-01
59	1.3822675838e-01
60	1.1029406335e-01
61	1.3079661063e-01
62	1.3683804157e-01
63	1.2760317735e-01
64	1.4994777440e-01
65	1.5703699935e-01
66	1.6308130209e-01
67	1.6991945032e-01
68	1.8690035947e-01
69	1.9381071277e-01
70	2.2510012299e-01
