1000	9.0666592769e-05
2000	1.9774342763e-04
3000	3.0851256724e-04
4000	4.2707657212e-04
5000	5.5261493162e-04
6000	6.7446098546e-04
7000	8.0533267283e-04
8000	9.2881975070e-04
9000	1.0646145111e-03
10000	1.2065631126e-03
11000	1.3632809323e-03
12000	1.4892295476e-03
13000	1.3673834937e-03
14000	1.5466653977e-03
15000	2.1751777022e-03
16000	2.6962029160e-03
17000	3.4260484708e-03
18000	2.4750748926e-03
19000	3.2147665934e-03
20000	3.3017408805e-03
21000	8.4680956161e-03
22000	5.0584573873e-03
23000	3.4523048598e-03
24000	4.2174324371e-03
25000	5.6077902709e-03
26000	3.7534328176e-03
27000	4.5735347085e-03
28000	4.3565092456e-03
29000	4.8882011170e-03
30000	4.3015349329e-03
31000	5.7054312156e-03
32000	8.5952749987e-03
33000	4.9353805662e-03
34000	8.8319927527e-03
35000	6.7991739088e-03
36000	5.4383545121e-03
37000	4.9866625750e-03
38000	5.1318932256e-03
39000	6.4036870535e-03
40000	6.7450201068e-03
41000	6.8685071847e-03
42000	5.8650208293e-03
43000	1.2480810272e-02
44000	6.6112766262e-03
45000	6.8254302969e-03
46000	5.7587645060e-03
47000	6.4914818531e-03
48000	7.2447120037e-03
49000	5.8244054771e-03
50000	8.0631728715e-03
51000	6.7688149593e-03
52000	6.2399948802e-03
53000	6.8557892464e-03
54000	7.3694298508e-03
55000	7.9967113870e-03
56000	7.1183531336e-03
57000	8.9505567585e-03
58000	7.9667626942e-03
59000	7.6295322015e-03
60000	7.4843015518e-03
61000	8.2309676054e-03
62000	1.1245118978e-02
63000	7.8367115193e-03
64000	8.5099417356e-03
65000	8.9005055179e-03
66000	1.0602657967e-02
67000	8.8172235346e-03
68000	1.1280401000e-02
69000	9.6192741585e-03
70000	9.8387611579e-03
71000	9.1167104683e-03
72000	9.4748640204e-03
73000	1.0221940331e-02
74000	1.0636298965e-02
75000	1.5517935985e-02
76000	1.4198552452e-02
77000	1.0145222445e-02
78000	1.2581323011e-02
79000	1.0737221959e-02
80000	1.1908092793e-02
81000	1.0942349996e-02
82000	1.1516298243e-02
83000	1.1347682997e-02
84000	1.1848605663e-02
85000	1.1580708447e-02
86000	1.3755475893e-02
87000	1.7856395605e-02
88000	1.8530856590e-02
89000	1.3278758335e-02
90000	1.4617834160e-02
91000	1.9030548488e-02
92000	1.7898651980e-02
93000	1.6365525034e-02
94000	1.5860089551e-02
95000	2.2559981489e-02
96000	2.0988700728e-02
97000	1.5509320608e-02
98000	1.5485936011e-02
99000	1.3923270627e-02
100000	1.4751167384e-02
101000	1.4109116628e-02
102000	1.6073832965e-02
103000	1.6051268881e-02
104000	1.5932294620e-02
105000	1.6392601935e-02
106000	2.0911572585e-02
107000	1.8431574620e-02
108000	1.6070961173e-02
109000	1.7259062762e-02
110000	1.7846959715e-02
111000	1.6882447686e-02
112000	1.6880806662e-02
113000	1.6722447818e-02
114000	2.8337207518e-02
115000	1.7568395841e-02
116000	1.7459267726e-02
117000	1.7748088001e-02
118000	1.7974139098e-02
119000	1.8185420976e-02
120000	1.8468087411e-02
121000	1.7416190838e-02
122000	2.2479981555e-02
