2	7.0563000918e-06
3	9.6222356660e-07
4	6.4148116508e-07
5	1.2829659681e-06
6	9.6221992862e-07
7	9.6222356660e-07
8	9.6222356660e-07
9	9.6222356660e-07
10	1.2829659681e-06
11	1.2829623302e-06
12	1.9244471332e-06
13	1.9244471332e-06
14	2.2451858968e-06
15	2.8866670618e-06
16	3.2074094634e-06
17	3.8488906284e-06
18	4.4903754315e-06
19	5.4525953601e-06
20	6.0940765252e-06
21	7.0563000918e-06
22	7.6977848948e-06
23	8.6600048235e-06
24	9.9429671536e-06
25	1.0905190720e-05
26	1.2188156688e-05
27	1.3791861420e-05
28	1.5395566152e-05
29	1.7640748410e-05
30	2.1168900275e-05
31	2.2451866244e-05
32	2.3734832212e-05
33	2.6942241675e-05
34	4.6186694817e-05
35	3.7526689994e-05
36	3.7847432395e-05
37	3.5602242860e-05
38	3.9130391087e-05
39	5.2922252507e-05
40	5.2280771342e-05
41	4.9073365517e-05
42	5.5488184444e-05
43	5.4205218476e-05
44	6.8959299824e-05
45	6.0620037402e-05
46	6.9280042226e-05
47	6.9600784627e-05
48	7.3770414019e-05
49	8.5637828306e-05
50	1.0841043695e-04
51	9.8467469797e-05
52	1.0199561802e-04
53	1.0776895579e-04
54	1.1931562767e-04
55	1.2893785606e-04
56	1.3150378436e-04
57	1.3374897026e-04
58	1.5171046471e-04
59	1.4978601757e-04
60	1.6646454606e-04
61	1.6582306489e-04
62	1.7416233095e-04
63	2.0014234178e-04
64	2.0014234542e-04
65	2.2836754579e-04
66	3.1047722587e-04
67	3.6756911504e-04
68	2.5595126499e-04
69	2.4761200621e-04
70	2.6942238401e-04
71	2.7808239247e-04
72	2.6589423942e-04
73	3.0598685407e-04
74	3.0919426354e-04
75	3.3838168747e-04
76	7.8068344374e-04
77	3.4800391586e-04
78	3.7654986227e-04
79	4.7886621905e-04
80	4.9618622870e-04
81	4.2209507228e-04
82	4.8880918985e-04
83	5.4750478012e-04
84	4.6988547183e-04
85	5.3788255173e-04
86	4.6764028593e-04
87	5.7348479459e-04
88	5.4397662825e-04
89	5.7059812389e-04
90	5.6065516037e-04
91	6.2448260360e-04
92	6.5367003117e-04
93	6.6265077476e-04
94	6.3731224145e-04
95	7.0563006375e-04
96	6.8125375401e-04
97	7.1044117794e-04
98	7.3962860188e-04
99	7.6111824455e-04
100	7.7491010234e-04
101	8.5573682009e-04
102	8.7337757213e-04
103	8.5669904365e-04
104	1.0539547220e-03
105	9.3079020007e-04
106	9.5741169935e-04
107	9.8659911964e-04
108	1.0055228413e-03
109	1.0715954704e-03
110	1.1251592077e-03
111	1.0953303026e-03
112	1.1774399827e-03
113	1.5187083409e-03
114	1.2688511488e-03
115	1.2277963069e-03
116	1.2422296495e-03
117	1.2864919008e-03
118	1.3916949247e-03
119	1.3772615821e-03
120	1.3746956574e-03
121	1.4029208614e-03
122	1.4446171845e-03
123	1.4834268331e-03
124	1.5690646651e-03
125	1.5796491170e-03
126	1.6460424886e-03
127	2.1906605980e-03
128	1.7935833203e-03
129	1.8388077915e-03
130	1.7829988719e-03
131	1.8073751817e-03
132	2.1797554073e-03
133	1.9379167425e-03
134	2.1553790975e-03
135	2.0033478941e-03
136	2.1364553832e-03
137	2.4764407754e-03
138	2.2089428348e-03
139	2.3478236617e-03
140	2.5418719270e-03
141	2.3728414526e-03
142	2.9758344172e-03
143	2.4065192520e-03
144	2.6659986725e-03
145	2.5697763886e-03
146	2.6974312823e-03
147	2.7452216818e-03
148	2.6034541879e-03
149	3.0759055880e-03
150	3.0508877935e-03
151	2.8074454240e-03
152	3.2792553393e-03
153	2.9739099700e-03
154	3.1198470970e-03
155	3.2288990151e-03
156	3.5643940355e-03
157	4.4297530840e-03
158	3.9143223985e-03
159	3.8581927365e-03
160	4.4711286646e-03
161	3.8995683135e-03
162	3.8671734801e-03
163	3.7796112047e-03
164	3.9075868408e-03
165	4.1507084679e-03
166	3.9605090897e-03
167	3.8877008992e-03
168	4.7710214421e-03
169	4.1677077388e-03
170	4.2725900239e-03
171	4.6632524864e-03
172	4.3870945410e-03
173	4.8864881792e-03
174	4.6901947244e-03
175	4.7091184424e-03
176	4.8518481562e-03
177	4.6157828256e-03
178	5.3156395552e-03
179	4.8553763081e-03
180	5.5375922784e-03
181	5.1414772242e-03
182	5.6485686473e-03
183	5.3570151358e-03
184	6.1290385675e-03
185	5.7929020659e-03
186	5.9978555255e-03
187	6.0680977913e-03
188	6.0389103637e-03
189	6.2451467893e-03
190	6.7608982172e-03
191	6.2666364320e-03
192	7.7834203257e-03
193	6.3006349701e-03
194	6.9854168723e-03
195	6.5575484623e-03
196	6.8199145462e-03
197	6.8657805023e-03
198	7.3635704393e-03
199	7.3343830118e-03
200	6.9264005397e-03
201	7.8065136695e-03
202	7.4514534535e-03
203	7.7686662407e-03
204	8.0464278908e-03
205	7.4665282773e-03
206	8.0974256998e-03
207	8.1291790520e-03
208	8.2100057698e-03
209	8.4008466292e-03
210	9.1183441036e-03
211	8.4383733156e-03
212	8.7850942728e-03
213	8.8678454304e-03
214	9.1087218752e-03
215	9.0724781512e-03
216	9.3162412632e-03
217	9.9471386857e-03
218	9.0891566761e-03
219	9.2476027021e-03
220	1.0081849883e-02
221	1.0760537702e-02
222	1.0563282027e-02
223	1.0258578135e-02
224	1.0754764364e-02
225	1.0207901068e-02
226	1.0739689540e-02
227	1.1586124878e-02
228	1.0982811171e-02
229	1.1467450728e-02
230	1.0949133375e-02
231	1.1136446083e-02
232	1.1415169956e-02
233	1.1672404187e-02
234	1.2632061073e-02
235	1.3121511744e-02
236	1.7200694983e-02
237	1.9142781355e-02
238	1.2164420783e-02
239	1.2283094933e-02
240	1.2399844636e-02
241	1.3298881480e-02
242	1.2909181241e-02
243	1.3015025750e-02
244	1.3188225857e-02
245	1.3973399669e-02
246	1.3861461084e-02
247	1.3732202486e-02
248	1.4586656343e-02
249	1.4506150368e-02
250	1.4928566183e-02
251	1.4297027275e-02
252	1.4974752878e-02
253	1.5076748492e-02
254	1.4941395817e-02
255	1.5249307122e-02
256	3.0305528195e-02
257	1.5660817742e-02
